record_id,timestamp,topic,device_id,sensor_type,value,unit,status,attack_type,label,source,sequence_number
18,2026-09-12T19:23:07.559575,factory/line1/pressure,pressure_sensor_01,pressure,113.3,kPa,RUNNING,,0,simulator,18
19,2026-09-12T19:23:07.559592,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,19
20,2026-09-12T19:23:08.573751,factory/line1/temperature,temperature_sensor_01,temperature,27.6,Â°C,RUNNING,,0,simulator,20
21,2026-09-12T19:23:08.573801,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,21
22,2026-09-12T19:23:08.573825,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,,0,simulator,22
23,2026-09-12T19:23:08.574242,factory/line1/vibration,vibration_sensor_01,vibration,0.17,g,RUNNING,,0,simulator,23
24,2026-09-12T19:23:08.574285,factory/line1/voltage,voltage_sensor_01,voltage,236.25,V,RUNNING,,0,simulator,24
25,2026-09-12T19:23:08.574321,factory/line1/pressure,pressure_sensor_01,pressure,40.0,kPa,RUNNING,,0,simulator,25
26,2026-09-12T19:23:08.574585,factory/line1/flow,flow_sensor_01,flow,40.0,L/min,RUNNING,,0,simulator,26
27,2026-09-12T19:23:08.574631,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,27
28,2026-09-12T19:23:08.574658,factory/line1/level,level_sensor_01,level,50.2,%,RUNNING,,0,simulator,28
29,2026-09-12T19:23:08.574681,factory/line1/temperature,temperature_sensor_01,temperature,25.8,Â°C,RUNNING,,0,simulator,29
30,2026-09-12T19:23:08.574699,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,30
31,2026-09-12T19:23:08.574714,factory/line1/humidity,humidity_sensor_01,humidity,51.95,%,RUNNING,,0,simulator,31
32,2026-09-12T19:23:08.574725,factory/line1/rpm,rpm_sensor_01,rpm,800.0,RPM,RUNNING,,0,simulator,32
33,2026-09-12T19:23:08.574902,factory/line1/current,current_sensor_01,current,4.0,A,RUNNING,,0,simulator,33
34,2026-09-12T19:23:08.574951,factory/line1/proximity,proximity_sensor_01,proximity,244.36,mm,RUNNING,,0,simulator,34
35,2026-09-12T19:23:08.574968,factory/line1/pressure,pressure_sensor_01,pressure,88.64,kPa,RUNNING,,0,simulator,35
36,2026-09-12T19:23:08.574981,factory/line1/temperature,temperature_sensor_01,temperature,25.0,Â°C,RUNNING,,0,simulator,36
37,2026-09-12T19:23:08.574992,factory/line1/pressure,pressure_sensor_01,pressure,117.3,kPa,RUNNING,,0,simulator,37
38,2026-09-12T19:23:08.575002,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,38
39,2026-09-12T19:23:09.592576,factory/line1/temperature,temperature_sensor_01,temperature,28.25,Â°C,RUNNING,,0,simulator,39
40,2026-09-12T19:23:09.592629,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,40
41,2026-09-12T19:23:09.592650,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,,0,simulator,41
42,2026-09-12T19:23:09.593063,factory/line1/vibration,vibration_sensor_01,vibration,0.17,g,RUNNING,,0,simulator,42
43,2026-09-12T19:23:09.593111,factory/line1/voltage,voltage_sensor_01,voltage,220.65,V,RUNNING,,0,simulator,43
44,2026-09-12T19:23:09.593147,factory/line1/pressure,pressure_sensor_01,pressure,40.0,kPa,RUNNING,,0,simulator,44
45,2026-09-12T19:23:09.593422,factory/line1/flow,flow_sensor_01,flow,40.0,L/min,RUNNING,,0,simulator,45
46,2026-09-12T19:23:09.593452,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,46
47,2026-09-12T19:23:09.593486,factory/line1/level,level_sensor_01,level,50.48,%,RUNNING,,0,simulator,47
48,2026-09-12T19:23:09.593503,factory/line1/temperature,temperature_sensor_01,temperature,26.0,Â°C,RUNNING,,0,simulator,48
49,2026-09-12T19:23:09.593522,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,49
50,2026-09-12T19:23:09.593544,factory/line1/humidity,humidity_sensor_01,humidity,55.85,%,RUNNING,,0,simulator,50
51,2026-09-12T19:23:09.593561,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,,0,simulator,51
52,2026-09-12T19:23:09.593784,factory/line1/current,current_sensor_01,current,5.0,A,RUNNING,,0,simulator,52
53,2026-09-12T19:23:09.593804,factory/line1/proximity,proximity_sensor_01,proximity,72.36,mm,RUNNING,,0,simulator,53
54,2026-09-12T19:23:09.593820,factory/line1/pressure,pressure_sensor_01,pressure,90.64,kPa,RUNNING,,0,simulator,54
55,2026-09-12T19:23:09.593828,factory/line1/temperature,temperature_sensor_01,temperature,25.0,Â°C,RUNNING,,0,simulator,55
56,2026-09-12T19:23:09.593834,factory/line1/pressure,pressure_sensor_01,pressure,121.3,kPa,RUNNING,,0,simulator,56
57,2026-09-12T19:23:09.593840,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,57
58,2026-09-12T19:23:10.609226,factory/line1/temperature,temperature_sensor_01,temperature,28.8,Â°C,RUNNING,,0,simulator,58
59,2026-09-12T19:23:10.609285,factory/line1/current,current_sensor_01,current,9.0,A,RUNNING,,0,simulator,59
60,2026-09-12T19:23:10.609306,factory/line1/rpm,rpm_sensor_01,rpm,1020.0,RPM,RUNNING,,0,simulator,60
61,2026-09-12T19:23:10.609330,factory/line1/vibration,vibration_sensor_01,vibration,0.21,g,RUNNING,,0,simulator,61
62,2026-09-12T19:23:10.609353,factory/line1/voltage,voltage_sensor_01,voltage,221.34,V,RUNNING,,0,simulator,62
63,2026-09-12T19:23:10.609371,factory/line1/pressure,pressure_sensor_01,pressure,45.0,kPa,RUNNING,,0,simulator,63
64,2026-09-12T19:23:10.609801,factory/line1/flow,flow_sensor_01,flow,45.0,L/min,RUNNING,,0,simulator,64
65,2026-09-12T19:23:10.609855,factory/line1/current,current_sensor_01,current,7.0,A,RUNNING,,0,simulator,65
66,2026-09-12T19:23:10.609896,factory/line1/level,level_sensor_01,level,50.99,%,RUNNING,,0,simulator,66
67,2026-09-12T19:23:10.609933,factory/line1/temperature,temperature_sensor_01,temperature,26.2,Â°C,RUNNING,,0,simulator,67
68,2026-09-12T19:23:10.609966,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,68
69,2026-09-12T19:23:10.610004,factory/line1/humidity,humidity_sensor_01,humidity,61.3,%,RUNNING,,0,simulator,69
70,2026-09-12T19:23:10.610038,factory/line1/rpm,rpm_sensor_01,rpm,980.0,RPM,RUNNING,,0,simulator,70
71,2026-09-12T19:23:10.610456,factory/line1/current,current_sensor_01,current,5.5,A,RUNNING,,0,simulator,71
72,2026-09-12T19:23:10.610513,factory/line1/proximity,proximity_sensor_01,proximity,235.38,mm,RUNNING,,0,simulator,72
73,2026-09-12T19:23:10.610538,factory/line1/pressure,pressure_sensor_01,pressure,92.64,kPa,RUNNING,,0,simulator,73
74,2026-09-12T19:23:10.610560,factory/line1/temperature,temperature_sensor_01,temperature,25.4,Â°C,RUNNING,,0,simulator,74
75,2026-09-12T19:23:10.610579,factory/line1/pressure,pressure_sensor_01,pressure,123.3,kPa,RUNNING,,0,simulator,75
76,2026-09-12T19:23:10.610599,factory/line1/current,current_sensor_01,current,9.0,A,RUNNING,,0,simulator,76
77,2026-09-12T19:23:11.628141,factory/line1/temperature,temperature_sensor_01,temperature,29.35,Â°C,RUNNING,,0,simulator,77
78,2026-09-12T19:23:11.628203,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,78
79,2026-09-12T19:23:11.628223,factory/line1/rpm,rpm_sensor_01,rpm,1140.0,RPM,RUNNING,,0,simulator,79
80,2026-09-12T19:23:11.628247,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,80
81,2026-09-12T19:23:11.628270,factory/line1/voltage,voltage_sensor_01,voltage,228.32,V,RUNNING,,0,simulator,81
82,2026-09-12T19:23:11.628287,factory/line1/pressure,pressure_sensor_01,pressure,50.0,kPa,RUNNING,,0,simulator,82
83,2026-09-12T19:23:11.628668,factory/line1/flow,flow_sensor_01,flow,50.0,L/min,RUNNING,,0,simulator,83
84,2026-09-12T19:23:11.628690,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,84
85,2026-09-12T19:23:11.628704,factory/line1/level,level_sensor_01,level,51.74,%,RUNNING,,0,simulator,85
86,2026-09-12T19:23:11.628716,factory/line1/temperature,temperature_sensor_01,temperature,26.4,Â°C,RUNNING,,0,simulator,86
87,2026-09-12T19:23:11.628725,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,87
88,2026-09-12T19:23:11.628738,factory/line1/humidity,humidity_sensor_01,humidity,69.53,%,RUNNING,,0,simulator,88
89,2026-09-12T19:23:11.628747,factory/line1/rpm,rpm_sensor_01,rpm,1060.0,RPM,RUNNING,,0,simulator,89
90,2026-09-12T19:23:11.628756,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,90
91,2026-09-12T19:23:11.628770,factory/line1/proximity,proximity_sensor_01,proximity,332.69,mm,RUNNING,,0,simulator,91
92,2026-09-12T19:23:11.628781,factory/line1/pressure,pressure_sensor_01,pressure,94.64,kPa,RUNNING,,0,simulator,92
93,2026-09-12T19:23:11.628793,factory/line1/temperature,temperature_sensor_01,temperature,25.8,Â°C,RUNNING,,0,simulator,93
94,2026-09-12T19:23:11.628804,factory/line1/pressure,pressure_sensor_01,pressure,125.3,kPa,RUNNING,,0,simulator,94
95,2026-09-12T19:23:11.628815,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,95
96,2026-09-12T19:23:12.646490,factory/line1/temperature,temperature_sensor_01,temperature,29.9,Â°C,RUNNING,,0,simulator,96
97,2026-09-12T19:23:12.646554,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,97
98,2026-09-12T19:23:12.646577,factory/line1/rpm,rpm_sensor_01,rpm,1260.0,RPM,RUNNING,,0,simulator,98
99,2026-09-12T19:23:12.646600,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,99
100,2026-09-12T19:23:12.646623,factory/line1/voltage,voltage_sensor_01,voltage,231.36,V,RUNNING,,0,simulator,100
101,2026-09-12T19:23:12.646644,factory/line1/pressure,pressure_sensor_01,pressure,55.0,kPa,RUNNING,,0,simulator,101
102,2026-09-12T19:23:12.646661,factory/line1/flow,flow_sensor_01,flow,55.0,L/min,RUNNING,,0,simulator,102
103,2026-09-12T19:23:12.646675,factory/line1/current,current_sensor_01,current,9.0,A,RUNNING,,0,simulator,103
104,2026-09-12T19:23:12.646715,factory/line1/level,level_sensor_01,level,52.58,%,RUNNING,,0,simulator,104
105,2026-09-12T19:23:12.646747,factory/line1/temperature,temperature_sensor_01,temperature,26.6,Â°C,RUNNING,,0,simulator,105
106,2026-09-12T19:23:12.646767,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,106
107,2026-09-12T19:23:12.646786,factory/line1/humidity,humidity_sensor_01,humidity,43.86,%,RUNNING,,0,simulator,107
108,2026-09-12T19:23:12.646857,factory/line1/rpm,rpm_sensor_01,rpm,1140.0,RPM,RUNNING,,0,simulator,108
109,2026-09-12T19:23:12.646877,factory/line1/current,current_sensor_01,current,6.5,A,RUNNING,,0,simulator,109
110,2026-09-12T19:23:12.646898,factory/line1/proximity,proximity_sensor_01,proximity,254.11,mm,RUNNING,,0,simulator,110
111,2026-09-12T19:23:12.646913,factory/line1/pressure,pressure_sensor_01,pressure,96.64,kPa,RUNNING,,0,simulator,111
112,2026-09-12T19:23:12.646978,factory/line1/temperature,temperature_sensor_01,temperature,26.2,Â°C,RUNNING,,0,simulator,112
113,2026-09-12T19:23:12.646998,factory/line1/pressure,pressure_sensor_01,pressure,127.3,kPa,RUNNING,,0,simulator,113
114,2026-09-12T19:23:12.647013,factory/line1/current,current_sensor_01,current,11.0,A,RUNNING,,0,simulator,114
115,2026-09-12T19:23:13.708954,factory/line1/temperature,temperature_sensor_01,temperature,30.45,Â°C,RUNNING,,0,simulator,115
116,2026-09-12T19:23:13.709005,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,116
117,2026-09-12T19:23:13.709024,factory/line1/rpm,rpm_sensor_01,rpm,1380.0,RPM,RUNNING,,0,simulator,117
118,2026-09-12T19:23:13.709043,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,118
119,2026-09-12T19:23:13.709064,factory/line1/voltage,voltage_sensor_01,voltage,221.75,V,RUNNING,,0,simulator,119
120,2026-09-12T19:23:13.709083,factory/line1/pressure,pressure_sensor_01,pressure,60.0,kPa,RUNNING,,0,simulator,120
121,2026-09-12T19:23:13.709099,factory/line1/flow,flow_sensor_01,flow,60.0,L/min,RUNNING,,0,simulator,121
122,2026-09-12T19:23:13.709113,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,122
123,2026-09-12T19:23:13.709130,factory/line1/level,level_sensor_01,level,53.52,%,RUNNING,,0,simulator,123
124,2026-09-12T19:23:13.709145,factory/line1/temperature,temperature_sensor_01,temperature,26.8,Â°C,RUNNING,,0,simulator,124
125,2026-09-12T19:23:13.709159,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,125
126,2026-09-12T19:23:13.709175,factory/line1/humidity,humidity_sensor_01,humidity,68.38,%,RUNNING,,0,simulator,126
127,2026-09-12T19:23:13.709190,factory/line1/rpm,rpm_sensor_01,rpm,1220.0,RPM,RUNNING,,0,simulator,127
128,2026-09-12T19:23:13.709203,factory/line1/current,current_sensor_01,current,7.0,A,RUNNING,,0,simulator,128
129,2026-09-12T19:23:13.709218,factory/line1/proximity,proximity_sensor_01,proximity,434.16,mm,RUNNING,,0,simulator,129
130,2026-09-12T19:23:13.709230,factory/line1/pressure,pressure_sensor_01,pressure,98.64,kPa,RUNNING,,0,simulator,130
131,2026-09-12T19:23:13.709243,factory/line1/temperature,temperature_sensor_01,temperature,26.6,Â°C,RUNNING,,0,simulator,131
132,2026-09-12T19:23:13.709255,factory/line1/pressure,pressure_sensor_01,pressure,129.3,kPa,RUNNING,,0,simulator,132
133,2026-09-12T19:23:13.709267,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,,0,simulator,133
134,2026-09-12T19:23:14.741436,factory/line1/temperature,temperature_sensor_01,temperature,31.0,Â°C,RUNNING,,0,simulator,134
135,2026-09-12T19:23:14.741493,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,135
136,2026-09-12T19:23:14.741516,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,136
137,2026-09-12T19:23:14.741536,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,137
138,2026-09-12T19:23:14.741557,factory/line1/voltage,voltage_sensor_01,voltage,226.06,V,RUNNING,,0,simulator,138
139,2026-09-12T19:23:14.741577,factory/line1/pressure,pressure_sensor_01,pressure,65.0,kPa,RUNNING,,0,simulator,139
140,2026-09-12T19:23:14.741594,factory/line1/flow,flow_sensor_01,flow,65.0,L/min,RUNNING,,0,simulator,140
141,2026-09-12T19:23:14.741610,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,141
142,2026-09-12T19:23:14.741627,factory/line1/level,level_sensor_01,level,54.61,%,RUNNING,,0,simulator,142
143,2026-09-12T19:23:14.741641,factory/line1/temperature,temperature_sensor_01,temperature,27.0,Â°C,RUNNING,,0,simulator,143
144,2026-09-12T19:23:14.741652,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,144
145,2026-09-12T19:23:14.741664,factory/line1/humidity,humidity_sensor_01,humidity,44.85,%,RUNNING,,0,simulator,145
146,2026-09-12T19:23:14.741673,factory/line1/rpm,rpm_sensor_01,rpm,1300.0,RPM,RUNNING,,0,simulator,146
147,2026-09-12T19:23:14.741680,factory/line1/current,current_sensor_01,current,7.5,A,RUNNING,,0,simulator,147
148,2026-09-12T19:23:14.741691,factory/line1/proximity,proximity_sensor_01,proximity,429.65,mm,RUNNING,,0,simulator,148
149,2026-09-12T19:23:14.741698,factory/line1/pressure,pressure_sensor_01,pressure,100.64,kPa,RUNNING,,0,simulator,149
150,2026-09-12T19:23:14.741712,factory/line1/pressure,pressure_sensor_01,pressure,131.3,kPa,RUNNING,,0,simulator,150
151,2026-09-12T19:23:14.741705,factory/line1/temperature,temperature_sensor_01,temperature,27.0,Â°C,RUNNING,,0,simulator,151
152,2026-09-12T19:23:14.741718,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,,0,simulator,152
153,2026-09-12T19:23:15.758545,factory/line1/temperature,temperature_sensor_01,temperature,31.55,Â°C,RUNNING,,0,simulator,153
154,2026-09-12T19:23:15.758584,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,154
155,2026-09-12T19:23:15.758598,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,155
156,2026-09-12T19:23:15.758610,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,156
157,2026-09-12T19:23:15.758626,factory/line1/voltage,voltage_sensor_01,voltage,237.18,V,RUNNING,,0,simulator,157
158,2026-09-12T19:23:15.758639,factory/line1/pressure,pressure_sensor_01,pressure,70.0,kPa,RUNNING,,0,simulator,158
159,2026-09-12T19:23:15.758650,factory/line1/flow,flow_sensor_01,flow,70.0,L/min,RUNNING,,0,simulator,159
160,2026-09-12T19:23:15.758659,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,160
161,2026-09-12T19:23:15.758670,factory/line1/level,level_sensor_01,level,55.87,%,RUNNING,,0,simulator,161
162,2026-09-12T19:23:15.758681,factory/line1/temperature,temperature_sensor_01,temperature,27.2,Â°C,RUNNING,,0,simulator,162
163,2026-09-12T19:23:15.758691,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,163
164,2026-09-12T19:23:15.758702,factory/line1/humidity,humidity_sensor_01,humidity,49.53,%,RUNNING,,0,simulator,164
165,2026-09-12T19:23:15.758711,factory/line1/rpm,rpm_sensor_01,rpm,1380.0,RPM,RUNNING,,0,simulator,165
166,2026-09-12T19:23:15.758721,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,166
167,2026-09-12T19:23:15.758732,factory/line1/proximity,proximity_sensor_01,proximity,350.97,mm,RUNNING,,0,simulator,167
168,2026-09-12T19:23:15.758740,factory/line1/pressure,pressure_sensor_01,pressure,102.64,kPa,RUNNING,,0,simulator,168
169,2026-09-12T19:23:15.758748,factory/line1/temperature,temperature_sensor_01,temperature,27.4,Â°C,RUNNING,,0,simulator,169
170,2026-09-12T19:23:15.758755,factory/line1/pressure,pressure_sensor_01,pressure,133.3,kPa,RUNNING,,0,simulator,170
171,2026-09-12T19:23:15.758763,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,,0,simulator,171
172,2026-09-12T19:23:16.778622,factory/line1/temperature,temperature_sensor_01,temperature,32.1,Â°C,RUNNING,,0,simulator,172
173,2026-09-12T19:23:16.778666,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,173
174,2026-09-12T19:23:16.778681,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,174
175,2026-09-12T19:23:16.778695,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,175
176,2026-09-12T19:23:16.778710,factory/line1/voltage,voltage_sensor_01,voltage,222.34,V,RUNNING,,0,simulator,176
177,2026-09-12T19:23:16.778721,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,,0,simulator,177
178,2026-09-12T19:23:16.778732,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,178
179,2026-09-12T19:23:16.778741,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,179
180,2026-09-12T19:23:16.778752,factory/line1/level,level_sensor_01,level,57.32,%,RUNNING,,0,simulator,180
181,2026-09-12T19:23:16.778761,factory/line1/temperature,temperature_sensor_01,temperature,27.4,Â°C,RUNNING,,0,simulator,181
182,2026-09-12T19:23:16.778771,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,182
183,2026-09-12T19:23:16.778782,factory/line1/humidity,humidity_sensor_01,humidity,41.93,%,RUNNING,,0,simulator,183
184,2026-09-12T19:23:16.778791,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,184
185,2026-09-12T19:23:16.778799,factory/line1/current,current_sensor_01,current,8.5,A,RUNNING,,0,simulator,185
186,2026-09-12T19:23:16.778810,factory/line1/proximity,proximity_sensor_01,proximity,426.77,mm,RUNNING,,0,simulator,186
187,2026-09-12T19:23:16.778818,factory/line1/pressure,pressure_sensor_01,pressure,104.64,kPa,RUNNING,,0,simulator,187
188,2026-09-12T19:23:16.778826,factory/line1/temperature,temperature_sensor_01,temperature,27.8,Â°C,RUNNING,,0,simulator,188
189,2026-09-12T19:23:16.778833,factory/line1/pressure,pressure_sensor_01,pressure,135.3,kPa,RUNNING,,0,simulator,189
190,2026-09-12T19:23:16.778841,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,,0,simulator,190
191,2026-09-12T19:23:17.800780,factory/line1/temperature,temperature_sensor_01,temperature,32.65,Â°C,RUNNING,,0,simulator,191
192,2026-09-12T19:23:17.800841,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,192
193,2026-09-12T19:23:17.800864,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,193
194,2026-09-12T19:23:17.800884,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,194
195,2026-09-12T19:23:17.800905,factory/line1/voltage,voltage_sensor_01,voltage,225.67,V,RUNNING,,0,simulator,195
196,2026-09-12T19:23:17.800920,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,,0,simulator,196
197,2026-09-12T19:23:17.800938,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,197
198,2026-09-12T19:23:17.800952,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,198
199,2026-09-12T19:23:17.800969,factory/line1/level,level_sensor_01,level,58.81,%,RUNNING,,0,simulator,199
200,2026-09-12T19:23:17.800987,factory/line1/temperature,temperature_sensor_01,temperature,27.6,Â°C,RUNNING,,0,simulator,200
201,2026-09-12T19:23:17.801001,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,201
202,2026-09-12T19:23:17.801019,factory/line1/humidity,humidity_sensor_01,humidity,63.77,%,RUNNING,,0,simulator,202
203,2026-09-12T19:23:17.801034,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,203
204,2026-09-12T19:23:17.801048,factory/line1/current,current_sensor_01,current,9.0,A,RUNNING,,0,simulator,204
205,2026-09-12T19:23:17.801066,factory/line1/proximity,proximity_sensor_01,proximity,460.33,mm,RUNNING,,0,simulator,205
206,2026-09-12T19:23:17.801079,factory/line1/pressure,pressure_sensor_01,pressure,106.64,kPa,RUNNING,,0,simulator,206
207,2026-09-12T19:23:17.801093,factory/line1/temperature,temperature_sensor_01,temperature,28.2,Â°C,RUNNING,,0,simulator,207
208,2026-09-12T19:23:17.801105,factory/line1/pressure,pressure_sensor_01,pressure,137.3,kPa,RUNNING,,0,simulator,208
209,2026-09-12T19:23:17.801118,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,,0,simulator,209
210,2026-09-12T19:23:18.825689,factory/line1/temperature,temperature_sensor_01,temperature,33.2,Â°C,RUNNING,,0,simulator,210
211,2026-09-12T19:23:18.825750,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,211
212,2026-09-12T19:23:18.825772,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,212
213,2026-09-12T19:23:18.825794,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,,0,simulator,213
214,2026-09-12T19:23:18.825817,factory/line1/voltage,voltage_sensor_01,voltage,220.47,V,RUNNING,,0,simulator,214
215,2026-09-12T19:23:18.825834,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,,0,simulator,215
216,2026-09-12T19:23:18.825852,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,216
217,2026-09-12T19:23:18.825868,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,,0,simulator,217
218,2026-09-12T19:23:18.825884,factory/line1/level,level_sensor_01,level,60.31,%,RUNNING,,0,simulator,218
219,2026-09-12T19:23:18.825902,factory/line1/temperature,temperature_sensor_01,temperature,27.8,Â°C,RUNNING,,0,simulator,219
220,2026-09-12T19:23:18.825916,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,220
221,2026-09-12T19:23:18.825933,factory/line1/humidity,humidity_sensor_01,humidity,48.97,%,RUNNING,,0,simulator,221
222,2026-09-12T19:23:18.825949,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,222
