record_id,timestamp,topic,device_id,sensor_type,value,unit,status,attack_type,label,source,sequence_number
17,2026-09-05T22:52:39.942723,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,,0,simulator,17
18,2026-09-05T22:52:39.942733,factory/line1/pressure,pressure_sensor_01,pressure,113.3,kPa,RUNNING,,0,simulator,18
19,2026-09-05T22:52:39.942742,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,19
20,2026-09-05T22:52:40.955244,factory/line1/temperature,temperature_sensor_01,temperature,27.6,°C,RUNNING,,0,simulator,20
21,2026-09-05T22:52:40.955299,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,,0,simulator,21
22,2026-09-05T22:52:40.955333,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,,0,simulator,22
23,2026-09-05T22:52:40.955820,factory/line1/vibration,vibration_sensor_01,vibration,0.17,g,RUNNING,,0,simulator,23
24,2026-09-05T22:52:40.955875,factory/line1/voltage,voltage_sensor_01,voltage,232.18,V,RUNNING,,0,simulator,24
25,2026-09-05T22:52:40.955903,factory/line1/pressure,pressure_sensor_01,pressure,40.0,kPa,RUNNING,,0,simulator,25
26,2026-09-05T22:52:40.956232,factory/line1/flow,flow_sensor_01,flow,40.0,L/min,RUNNING,,0,simulator,26
27,2026-09-05T22:52:40.956266,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,,0,simulator,27
28,2026-09-05T22:52:40.956290,factory/line1/level,level_sensor_01,level,50.2,%,RUNNING,,0,simulator,28
29,2026-09-05T22:52:40.956310,factory/line1/temperature,temperature_sensor_01,temperature,25.8,°C,RUNNING,,0,simulator,29
30,2026-09-05T22:52:40.956329,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,,0,simulator,30
31,2026-09-05T22:52:40.956353,factory/line1/humidity,humidity_sensor_01,humidity,66.66,%,RUNNING,,0,simulator,31
32,2026-09-05T22:52:40.956368,factory/line1/rpm,rpm_sensor_01,rpm,800.0,RPM,RUNNING,,0,simulator,32
33,2026-09-05T22:52:40.956822,factory/line1/proximity,proximity_sensor_01,proximity,199.6,mm,RUNNING,,0,simulator,34
34,2026-09-05T22:52:40.956913,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,,0,simulator,36
35,2026-09-05T22:52:41.975983,factory/line1/temperature,temperature_sensor_01,temperature,28.25,°C,RUNNING,DoS Attack,1,simulator,39
36,2026-09-05T22:52:41.976030,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,DoS Attack,1,simulator,40
37,2026-09-05T22:52:41.976052,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,DoS Attack,1,simulator,41
38,2026-09-05T22:52:41.976357,factory/line1/vibration,vibration_sensor_01,vibration,0.17,g,RUNNING,DoS Attack,1,simulator,42
39,2026-09-05T22:52:41.976391,factory/line1/voltage,voltage_sensor_01,voltage,223.66,V,RUNNING,DoS Attack,1,simulator,43
40,2026-09-05T22:52:41.976405,factory/line1/pressure,pressure_sensor_01,pressure,40.0,kPa,RUNNING,DoS Attack,1,simulator,44
41,2026-09-05T22:52:41.976608,factory/line1/flow,flow_sensor_01,flow,40.0,L/min,RUNNING,DoS Attack,1,simulator,45
42,2026-09-05T22:52:41.976634,factory/line1/current,current_sensor_01,current,6.0,A,RUNNING,DoS Attack,1,simulator,46
43,2026-09-05T22:52:41.976652,factory/line1/level,level_sensor_01,level,50.48,%,RUNNING,DoS Attack,1,simulator,47
44,2026-09-05T22:52:41.976664,factory/line1/temperature,temperature_sensor_01,temperature,26.0,°C,RUNNING,DoS Attack,1,simulator,48
45,2026-09-05T22:52:41.976673,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,DoS Attack,1,simulator,49
46,2026-09-05T22:52:41.976687,factory/line1/humidity,humidity_sensor_01,humidity,49.37,%,RUNNING,DoS Attack,1,simulator,50
47,2026-09-05T22:52:41.976698,factory/line1/rpm,rpm_sensor_01,rpm,900.0,RPM,RUNNING,DoS Attack,1,simulator,51
48,2026-09-05T22:52:41.976887,factory/line1/current,current_sensor_01,current,5.0,A,RUNNING,DoS Attack,1,simulator,52
49,2026-09-05T22:52:41.976908,factory/line1/proximity,proximity_sensor_01,proximity,453.1,mm,RUNNING,DoS Attack,1,simulator,53
50,2026-09-05T22:52:41.976920,factory/line1/pressure,pressure_sensor_01,pressure,90.64,kPa,RUNNING,DoS Attack,1,simulator,54
51,2026-09-05T22:52:41.976932,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,DoS Attack,1,simulator,55
52,2026-09-05T22:52:41.976943,factory/line1/pressure,pressure_sensor_01,pressure,121.3,kPa,RUNNING,DoS Attack,1,simulator,56
53,2026-09-05T22:52:41.976957,factory/line1/current,current_sensor_01,current,8.0,A,RUNNING,DoS Attack,1,simulator,57
54,2026-09-05T22:52:42.993132,factory/line1/temperature,temperature_sensor_01,temperature,28.8,°C,RUNNING,DoS Attack,1,simulator,58
55,2026-09-05T22:52:42.993172,factory/line1/current,current_sensor_01,current,9.0,A,RUNNING,DoS Attack,1,simulator,59
56,2026-09-05T22:52:42.993192,factory/line1/rpm,rpm_sensor_01,rpm,1020.0,RPM,RUNNING,DoS Attack,1,simulator,60
57,2026-09-05T22:52:42.993210,factory/line1/vibration,vibration_sensor_01,vibration,0.21,g,RUNNING,DoS Attack,1,simulator,61
58,2026-09-05T22:52:42.993226,factory/line1/voltage,voltage_sensor_01,voltage,224.4,V,RUNNING,DoS Attack,1,simulator,62
59,2026-09-05T22:52:42.993236,factory/line1/pressure,pressure_sensor_01,pressure,45.0,kPa,RUNNING,DoS Attack,1,simulator,63
60,2026-09-05T22:52:42.993462,factory/line1/flow,flow_sensor_01,flow,45.0,L/min,RUNNING,DoS Attack,1,simulator,64
61,2026-09-05T22:52:42.993488,factory/line1/current,current_sensor_01,current,7.0,A,RUNNING,DoS Attack,1,simulator,65
62,2026-09-05T22:52:42.993508,factory/line1/level,level_sensor_01,level,50.99,%,RUNNING,DoS Attack,1,simulator,66
63,2026-09-05T22:52:42.993527,factory/line1/temperature,temperature_sensor_01,temperature,26.2,°C,RUNNING,DoS Attack,1,simulator,67
64,2026-09-05T22:52:42.993543,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,DoS Attack,1,simulator,68
65,2026-09-05T22:52:42.993564,factory/line1/humidity,humidity_sensor_01,humidity,50.61,%,RUNNING,DoS Attack,1,simulator,69
66,2026-09-05T22:52:42.993574,factory/line1/rpm,rpm_sensor_01,rpm,980.0,RPM,RUNNING,DoS Attack,1,simulator,70
67,2026-09-05T22:52:42.993763,factory/line1/proximity,proximity_sensor_01,proximity,253.84,mm,RUNNING,DoS Attack,1,simulator,72
68,2026-09-05T22:52:42.993797,factory/line1/temperature,temperature_sensor_01,temperature,25.4,°C,RUNNING,DoS Attack,1,simulator,74
69,2026-09-05T22:52:44.011656,factory/line1/rpm,rpm_sensor_01,rpm,1140.0,RPM,RUNNING,DoS Attack,1,simulator,79
70,2026-09-05T22:52:44.011676,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,DoS Attack,1,simulator,80
71,2026-09-05T22:52:44.011696,factory/line1/voltage,voltage_sensor_01,voltage,227.29,V,RUNNING,DoS Attack,1,simulator,81
72,2026-09-05T22:52:44.011932,factory/line1/flow,flow_sensor_01,flow,50.0,L/min,RUNNING,DoS Attack,1,simulator,83
73,2026-09-05T22:52:44.011974,factory/line1/level,level_sensor_01,level,51.74,%,RUNNING,DoS Attack,1,simulator,85
74,2026-09-05T22:52:44.012096,factory/line1/rpm,rpm_sensor_01,rpm,1060.0,RPM,RUNNING,DoS Attack,1,simulator,87
75,2026-09-05T22:52:45.027901,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,DoS Attack,1,simulator,94
76,2026-09-05T22:52:45.027918,factory/line1/voltage,voltage_sensor_01,voltage,220.11,V,RUNNING,DoS Attack,1,simulator,95
77,2026-09-05T22:52:45.027939,factory/line1/flow,flow_sensor_01,flow,55.0,L/min,RUNNING,DoS Attack,1,simulator,96
78,2026-09-05T22:52:45.027961,factory/line1/level,level_sensor_01,level,52.58,%,RUNNING,DoS Attack,1,simulator,98
79,2026-09-05T22:52:45.027992,factory/line1/humidity,humidity_sensor_01,humidity,65.38,%,RUNNING,DoS Attack,1,simulator,100
80,2026-09-05T22:52:45.028024,factory/line1/proximity,proximity_sensor_01,proximity,15.58,mm,RUNNING,DoS Attack,1,simulator,103
81,2026-09-05T22:52:46.039097,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,DoS Attack,1,simulator,110
82,2026-09-05T22:52:46.039116,factory/line1/voltage,voltage_sensor_01,voltage,227.96,V,RUNNING,DoS Attack,1,simulator,111
83,2026-09-05T22:52:46.039143,factory/line1/flow,flow_sensor_01,flow,60.0,L/min,RUNNING,DoS Attack,1,simulator,112
84,2026-09-05T22:52:46.039167,factory/line1/level,level_sensor_01,level,53.52,%,RUNNING,DoS Attack,1,simulator,113
85,2026-09-05T22:52:46.039203,factory/line1/humidity,humidity_sensor_01,humidity,68.81,%,RUNNING,DoS Attack,1,simulator,115
86,2026-09-05T22:52:46.039236,factory/line1/proximity,proximity_sensor_01,proximity,60.6,mm,RUNNING,DoS Attack,1,simulator,117
87,2026-09-05T22:52:47.072901,factory/line1/voltage,voltage_sensor_01,voltage,229.3,V,RUNNING,DoS Attack,1,simulator,124
88,2026-09-05T22:52:47.074120,factory/line1/humidity,humidity_sensor_01,humidity,56.39,%,RUNNING,DoS Attack,1,simulator,131
89,2026-09-05T22:52:47.074171,factory/line1/proximity,proximity_sensor_01,proximity,245.04,mm,RUNNING,DoS Attack,1,simulator,133
90,2026-09-05T22:52:48.088785,factory/line1/vibration,vibration_sensor_01,vibration,0.22,g,RUNNING,DoS Attack,1,simulator,141
91,2026-09-05T22:53:11.487040,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,417
92,2026-09-05T22:53:11.487056,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,,0,simulator,418
93,2026-09-05T22:53:11.487077,factory/line1/voltage,voltage_sensor_01,voltage,239.89,V,RUNNING,,0,simulator,419
94,2026-09-05T22:53:11.487099,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,421
95,2026-09-05T22:53:11.487118,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,,0,simulator,423
96,2026-09-05T22:53:11.487520,factory/line1/humidity,humidity_sensor_01,humidity,54.91,%,RUNNING,,0,simulator,426
97,2026-09-05T22:53:11.487534,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,,0,simulator,427
98,2026-09-05T22:53:11.487558,factory/line1/proximity,proximity_sensor_01,proximity,461.13,mm,RUNNING,,0,simulator,429
99,2026-09-05T22:53:12.504031,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,,0,simulator,437
100,2026-09-05T22:53:12.504049,factory/line1/voltage,voltage_sensor_01,voltage,234.33,V,RUNNING,,0,simulator,438
101,2026-09-05T22:53:12.504072,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,440
102,2026-09-05T22:53:12.504091,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,,0,simulator,442
103,2026-09-05T22:53:12.504491,factory/line1/humidity,humidity_sensor_01,humidity,42.52,%,RUNNING,,0,simulator,445
104,2026-09-05T22:53:12.504537,factory/line1/proximity,proximity_sensor_01,proximity,383.84,mm,RUNNING,,0,simulator,448
105,2026-09-05T22:53:13.522637,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Replay Attack,1,simulator,453
106,2026-09-05T22:53:13.522714,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Replay Attack,1,simulator,454
107,2026-09-05T22:53:13.522748,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,455
108,2026-09-05T22:53:13.522781,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,456
109,2026-09-05T22:53:13.522818,factory/line1/voltage,voltage_sensor_01,voltage,222.25,V,RUNNING,Replay Attack,1,simulator,457
110,2026-09-05T22:53:13.522849,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Replay Attack,1,simulator,458
111,2026-09-05T22:53:13.522867,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Replay Attack,1,simulator,459
112,2026-09-05T22:53:13.522883,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Replay Attack,1,simulator,460
113,2026-09-05T22:53:13.522901,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Replay Attack,1,simulator,461
114,2026-09-05T22:53:13.523295,factory/line1/temperature,temperature_sensor_01,temperature,28.5,°C,RUNNING,Replay Attack,1,simulator,462
115,2026-09-05T22:53:13.523318,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Replay Attack,1,simulator,463
116,2026-09-05T22:53:13.523336,factory/line1/humidity,humidity_sensor_01,humidity,52.72,%,RUNNING,Replay Attack,1,simulator,464
117,2026-09-05T22:53:13.523351,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,465
118,2026-09-05T22:53:13.523366,factory/line1/current,current_sensor_01,current,9.5,A,RUNNING,Replay Attack,1,simulator,466
119,2026-09-05T22:53:13.523378,factory/line1/proximity,proximity_sensor_01,proximity,322.82,mm,RUNNING,Replay Attack,1,simulator,467
120,2026-09-05T22:53:13.523394,factory/line1/pressure,pressure_sensor_01,pressure,140.0,kPa,RUNNING,Replay Attack,1,simulator,468
121,2026-09-05T22:53:13.523405,factory/line1/temperature,temperature_sensor_01,temperature,37.4,°C,RUNNING,Replay Attack,1,simulator,469
122,2026-09-05T22:53:13.523416,factory/line1/pressure,pressure_sensor_01,pressure,170.0,kPa,RUNNING,Replay Attack,1,simulator,470
123,2026-09-05T22:53:13.523426,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,Replay Attack,1,simulator,471
124,2026-09-05T22:53:14.541892,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Replay Attack,1,simulator,472
125,2026-09-05T22:53:14.541947,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Replay Attack,1,simulator,473
126,2026-09-05T22:53:14.541970,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,474
127,2026-09-05T22:53:14.541989,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,475
128,2026-09-05T22:53:14.542011,factory/line1/voltage,voltage_sensor_01,voltage,239.88,V,RUNNING,Replay Attack,1,simulator,476
129,2026-09-05T22:53:14.542028,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Replay Attack,1,simulator,477
130,2026-09-05T22:53:14.542044,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Replay Attack,1,simulator,478
131,2026-09-05T22:53:14.542058,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Replay Attack,1,simulator,479
132,2026-09-05T22:53:14.542074,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Replay Attack,1,simulator,480
133,2026-09-05T22:53:14.542319,factory/line1/temperature,temperature_sensor_01,temperature,28.2,°C,RUNNING,Replay Attack,1,simulator,481
134,2026-09-05T22:53:14.542346,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Replay Attack,1,simulator,482
135,2026-09-05T22:53:14.542370,factory/line1/humidity,humidity_sensor_01,humidity,55.02,%,RUNNING,Replay Attack,1,simulator,483
136,2026-09-05T22:53:14.542390,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,484
137,2026-09-05T22:53:14.542429,factory/line1/proximity,proximity_sensor_01,proximity,421.92,mm,RUNNING,Replay Attack,1,simulator,486
138,2026-09-05T22:53:14.542460,factory/line1/temperature,temperature_sensor_01,temperature,37.8,°C,RUNNING,Replay Attack,1,simulator,488
139,2026-09-05T22:53:15.668001,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,493
140,2026-09-05T22:53:15.668017,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,494
141,2026-09-05T22:53:15.668037,factory/line1/voltage,voltage_sensor_01,voltage,221.84,V,RUNNING,Replay Attack,1,simulator,495
142,2026-09-05T22:53:15.668066,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Replay Attack,1,simulator,497
143,2026-09-05T22:53:15.668092,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Replay Attack,1,simulator,499
144,2026-09-05T22:53:15.668427,factory/line1/humidity,humidity_sensor_01,humidity,49.18,%,RUNNING,Replay Attack,1,simulator,502
145,2026-09-05T22:53:15.668442,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Replay Attack,1,simulator,503
146,2026-09-05T22:53:15.668469,factory/line1/proximity,proximity_sensor_01,proximity,462.65,mm,RUNNING,Replay Attack,1,simulator,505
147,2026-09-05T22:53:16.685712,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,513
148,2026-09-05T22:53:16.685738,factory/line1/voltage,voltage_sensor_01,voltage,232.53,V,RUNNING,Replay Attack,1,simulator,514
149,2026-09-05T22:53:16.685767,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Replay Attack,1,simulator,516
150,2026-09-05T22:53:16.685791,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Replay Attack,1,simulator,518
151,2026-09-05T22:53:16.686075,factory/line1/humidity,humidity_sensor_01,humidity,59.61,%,RUNNING,Replay Attack,1,simulator,521
152,2026-09-05T22:53:16.686122,factory/line1/proximity,proximity_sensor_01,proximity,269.25,mm,RUNNING,Replay Attack,1,simulator,524
153,2026-09-05T22:53:17.702682,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,532
154,2026-09-05T22:53:17.702708,factory/line1/voltage,voltage_sensor_01,voltage,221.03,V,RUNNING,Replay Attack,1,simulator,533
155,2026-09-05T22:53:17.702749,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Replay Attack,1,simulator,535
156,2026-09-05T22:53:17.702801,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Replay Attack,1,simulator,537
157,2026-09-05T22:53:17.703301,factory/line1/humidity,humidity_sensor_01,humidity,42.18,%,RUNNING,Replay Attack,1,simulator,540
158,2026-09-05T22:53:17.703341,factory/line1/proximity,proximity_sensor_01,proximity,336.99,mm,RUNNING,Replay Attack,1,simulator,543
159,2026-09-05T22:53:18.724339,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Replay Attack,1,simulator,551
160,2026-09-05T22:53:18.724355,factory/line1/voltage,voltage_sensor_01,voltage,226.73,V,RUNNING,Replay Attack,1,simulator,552
161,2026-09-05T22:53:33.057085,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,,0,simulator,817
162,2026-09-05T22:53:33.057105,factory/line1/voltage,voltage_sensor_01,voltage,234.87,V,RUNNING,,0,simulator,818
163,2026-09-05T22:53:33.057136,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,,0,simulator,820
164,2026-09-05T22:53:33.057180,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,,0,simulator,822
165,2026-09-05T22:53:33.057604,factory/line1/humidity,humidity_sensor_01,humidity,63.3,%,RUNNING,,0,simulator,825
166,2026-09-05T22:53:33.057648,factory/line1/proximity,proximity_sensor_01,proximity,317.71,mm,RUNNING,,0,simulator,828
167,2026-09-05T22:53:34.072181,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,,0,simulator,836
168,2026-09-05T22:53:34.072204,factory/line1/voltage,voltage_sensor_01,voltage,236.24,V,RUNNING,,0,simulator,837
169,2026-09-05T22:53:35.086781,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Packet Delay Attack,1,simulator,852
170,2026-09-05T22:53:35.086850,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Packet Delay Attack,1,simulator,853
171,2026-09-05T22:53:35.086872,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,854
172,2026-09-05T22:53:35.086893,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,855
173,2026-09-05T22:53:35.086916,factory/line1/voltage,voltage_sensor_01,voltage,229.8,V,RUNNING,Packet Delay Attack,1,simulator,856
174,2026-09-05T22:53:35.086935,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Packet Delay Attack,1,simulator,857
175,2026-09-05T22:53:35.086952,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Delay Attack,1,simulator,858
176,2026-09-05T22:53:35.086965,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Packet Delay Attack,1,simulator,859
177,2026-09-05T22:53:35.086976,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Delay Attack,1,simulator,860
178,2026-09-05T22:53:35.087328,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,Packet Delay Attack,1,simulator,861
179,2026-09-05T22:53:35.087381,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Packet Delay Attack,1,simulator,862
180,2026-09-05T22:53:35.087413,factory/line1/humidity,humidity_sensor_01,humidity,58.05,%,RUNNING,Packet Delay Attack,1,simulator,863
181,2026-09-05T22:53:35.087435,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,864
182,2026-09-05T22:53:35.087453,factory/line1/current,current_sensor_01,current,9.5,A,RUNNING,Packet Delay Attack,1,simulator,865
183,2026-09-05T22:53:35.087471,factory/line1/proximity,proximity_sensor_01,proximity,419.95,mm,RUNNING,Packet Delay Attack,1,simulator,866
184,2026-09-05T22:53:35.087483,factory/line1/pressure,pressure_sensor_01,pressure,140.0,kPa,RUNNING,Packet Delay Attack,1,simulator,867
185,2026-09-05T22:53:35.087494,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,Packet Delay Attack,1,simulator,868
186,2026-09-05T22:53:35.087503,factory/line1/pressure,pressure_sensor_01,pressure,170.0,kPa,RUNNING,Packet Delay Attack,1,simulator,869
187,2026-09-05T22:53:35.087512,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,Packet Delay Attack,1,simulator,870
188,2026-09-05T22:53:36.104847,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Packet Delay Attack,1,simulator,871
189,2026-09-05T22:53:36.104883,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Packet Delay Attack,1,simulator,872
190,2026-09-05T22:53:36.104897,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,873
191,2026-09-05T22:53:36.104909,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,874
192,2026-09-05T22:53:36.104933,factory/line1/voltage,voltage_sensor_01,voltage,224.18,V,RUNNING,Packet Delay Attack,1,simulator,875
193,2026-09-05T22:53:36.104945,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Packet Delay Attack,1,simulator,876
194,2026-09-05T22:53:36.104955,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Delay Attack,1,simulator,877
195,2026-09-05T22:53:36.104964,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Packet Delay Attack,1,simulator,878
196,2026-09-05T22:53:36.104973,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Delay Attack,1,simulator,879
197,2026-09-05T22:53:36.105288,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,Packet Delay Attack,1,simulator,880
198,2026-09-05T22:53:36.105320,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Packet Delay Attack,1,simulator,881
199,2026-09-05T22:53:36.105342,factory/line1/humidity,humidity_sensor_01,humidity,55.69,%,RUNNING,Packet Delay Attack,1,simulator,882
200,2026-09-05T22:53:36.105357,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,883
201,2026-09-05T22:53:36.105382,factory/line1/proximity,proximity_sensor_01,proximity,35.75,mm,RUNNING,Packet Delay Attack,1,simulator,885
202,2026-09-05T22:53:36.105403,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,Packet Delay Attack,1,simulator,887
203,2026-09-05T22:53:37.121791,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,892
204,2026-09-05T22:53:37.121803,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,893
205,2026-09-05T22:53:37.121818,factory/line1/voltage,voltage_sensor_01,voltage,221.64,V,RUNNING,Packet Delay Attack,1,simulator,894
206,2026-09-05T22:53:37.121839,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Delay Attack,1,simulator,896
